date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:31:58	18413/18413	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-min.js?ver=1708144995	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-min1618.js	(from https://wptf.themepul.co/rezilla/services/)
10:32:00	61768/61768	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min.js?ver=1708144995	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min1618.js	(from https://wptf.themepul.co/rezilla/services/)
10:32:01	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/jquery-magnific-popup-min.js?ver=1708144995	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/jquery-magnific-popup-min1618.js	(from https://wptf.themepul.co/rezilla/services/)
10:32:03	17240/17240	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min.js?ver=1708144995	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min1618.js	(from https://wptf.themepul.co/rezilla/services/)
10:32:05	53180/53180	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick-min.js?ver=1708144995	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick-min1618.js	(from https://wptf.themepul.co/rezilla/services/)
10:32:05	4054/4054	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/js/theme.js?ver=1708144995	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/js/theme1618.js	(from https://wptf.themepul.co/rezilla/services/)
10:32:08	153402/153402	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:09	153508/153508	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-rtl-min.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-rtl-min0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:10	88980/88980	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-icons.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-icons0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:11	76000/76000	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/fontawesome-all.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/fontawesome-all0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:12	6951/6951	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/magnific-popup.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/magnific-popup0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:13	1776/1776	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:15	15496/15496	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/unitest.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/unitest0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:17	55368/55368	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Feb%202023%2010:30:38%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/theme.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/theme0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:17	11838/11838	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:19	1180/1180	---M--	200	added ('OK')	text/css	date:Sat,%2011%20Feb%202023%2011:32:37%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/style.css?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/style0ec1.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:20	10344/10344	---M--	200	added ('OK')	text/css	date:Thu,%2010%20Aug%202023%2014:32:12%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-1172.css?ver=1691677932	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-11720ba0.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:22	677/677	---M--	200	added ('OK')	text/css	date:Wed,%2007%20Feb%202024%2017:30:42%20GMT	https://wptf.themepul.co/rezilla/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:24	20422/20422	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Feb%202024%2004:47:23%20GMT	https://wptf.themepul.co/rezilla/wp-json/wp/v2/pages/1172	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/wp/v2/pages/1172.json	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:26	2207/2207	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Feb%202024%2004:47:24%20GMT	https://wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwptf.themepul.co%2Frezilla%2Fservices%2Fcustomer-support%2F	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/oembed/1.0/embeddeaf.json	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Feb%202024%2004:47:25%20GMT	https://wptf.themepul.co/rezilla/?p=1172	H:/Templates/daitheme/wptf.themepul.co/rezilla/index74ef.html	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:27	2358/2358	---MC-	200	added ('OK')	text/xml	date:Sat,%2017%20Feb%202024%2004:47:26%20GMT	https://wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwptf.themepul.co%2Frezilla%2Fservices%2Fcustomer-support%2F&format=xml	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed764e	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:29	130483/130483	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Sep%202022%2007:46:26%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/09/single-service.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/09/single-service.png	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:30	40526/40526	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Sep%202022%2007:56:46%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/2022/09/service-bs.png	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/2022/09/service-bs.png	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:31	10076/10076	---M--	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2020:06:19%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/custom-widget-icon-box.min.css?ver=1691611579	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/custom-widget-icon-box.minfa30.css	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:32	18413/18413	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-min.js?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-min0ec1.js	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:34	61768/61768	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min.js?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min0ec1.js	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:35	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/jquery-magnific-popup-min.js?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/jquery-magnific-popup-min0ec1.js	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:37	17240/17240	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min.js?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min0ec1.js	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:39	53180/53180	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick-min.js?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick-min0ec1.js	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:42	4054/4054	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/js/theme.js?ver=1708144996	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/js/theme0ec1.js	(from https://wptf.themepul.co/rezilla/services/customer-support/)
10:32:45	153402/153402	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:46	153508/153508	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-rtl-min.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-rtl-min5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:47	88980/88980	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-icons.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-icons5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:49	76000/76000	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/fontawesome-all.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/fontawesome-all5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:50	6951/6951	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/magnific-popup.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/magnific-popup5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:51	1776/1776	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:53	15496/15496	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/unitest.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/unitest5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:55	55368/55368	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Feb%202023%2010:30:38%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/theme.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/theme5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:56	11838/11838	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:58	1180/1180	---M--	200	added ('OK')	text/css	date:Sat,%2011%20Feb%202023%2011:32:37%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/style.css?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/style5495.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:32:59	10344/10344	---M--	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2020:06:19%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-1174.css?ver=1691611579	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-1174fa30.css	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:01	20421/20421	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Feb%202024%2004:48:00%20GMT	https://wptf.themepul.co/rezilla/wp-json/wp/v2/pages/1174	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/wp/v2/pages/1174.json	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:03	2207/2207	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Feb%202024%2004:48:02%20GMT	https://wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwptf.themepul.co%2Frezilla%2Fservices%2Fperfect-strategy%2F	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed05c8.json	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Feb%202024%2004:48:03%20GMT	https://wptf.themepul.co/rezilla/?p=1174	H:/Templates/daitheme/wptf.themepul.co/rezilla/index46e1.html	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:05	2358/2358	---MC-	200	added ('OK')	text/xml	date:Sat,%2017%20Feb%202024%2004:48:04%20GMT	https://wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwptf.themepul.co%2Frezilla%2Fservices%2Fperfect-strategy%2F&format=xml	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/oembed/1.0/embede058	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:06	18413/18413	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-min.js?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-min5495.js	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:08	61768/61768	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min.js?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min5495.js	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:09	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/jquery-magnific-popup-min.js?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/jquery-magnific-popup-min5495.js	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:10	17240/17240	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min.js?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min5495.js	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:12	53180/53180	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick-min.js?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick-min5495.js	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:13	4054/4054	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/js/theme.js?ver=1708144997	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/js/theme5495.js	(from https://wptf.themepul.co/rezilla/services/perfect-strategy/)
10:33:15	153402/153402	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:17	153508/153508	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-rtl-min.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-rtl-min0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:18	88980/88980	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-icons.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-icons0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:19	76000/76000	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/fontawesome-all.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/fontawesome-all0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:20	6951/6951	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/magnific-popup.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/magnific-popup0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:21	1776/1776	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/slick/slick0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:23	15496/15496	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/unitest.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/unitest0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:24	55368/55368	---M--	200	added ('OK')	text/css	date:Mon,%2006%20Feb%202023%2010:30:38%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/theme.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/css/theme0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:25	11838/11838	---M--	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/menu/stellarnav-min0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:27	1180/1180	---M--	200	added ('OK')	text/css	date:Sat,%2011%20Feb%202023%2011:32:37%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/style.css?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/style0aaf.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:28	10344/10344	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Aug%202023%2009:34:56%20GMT	https://wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-1176.css?ver=1691746496	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/uploads/elementor/css/post-117661d4.css	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:30	20421/20421	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Feb%202024%2004:48:29%20GMT	https://wptf.themepul.co/rezilla/wp-json/wp/v2/pages/1176	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/wp/v2/pages/1176.json	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:32	2207/2207	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20Feb%202024%2004:48:31%20GMT	https://wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwptf.themepul.co%2Frezilla%2Fservices%2Fsaas-development%2F	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed726a.json	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Feb%202024%2004:48:31%20GMT	https://wptf.themepul.co/rezilla/?p=1176	H:/Templates/daitheme/wptf.themepul.co/rezilla/index3195.html	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:34	2358/2358	---MC-	200	added ('OK')	text/xml	date:Sat,%2017%20Feb%202024%2004:48:33%20GMT	https://wptf.themepul.co/rezilla/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwptf.themepul.co%2Frezilla%2Fservices%2Fsaas-development%2F&format=xml	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-json/oembed/1.0/embedab01	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:36	18413/18413	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-min.js?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/popper-min0aaf.js	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:37	61768/61768	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min.js?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/bootstrap/bootstrap-min0aaf.js	(from https://wptf.themepul.co/rezilla/services/saas-development/)
10:33:38	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202023%2007:50:36%20GMT	https://wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/jquery-magnific-popup-min.js?ver=1708144998	H:/Templates/daitheme/wptf.themepul.co/rezilla/wp-content/themes/rezilla/assets/popup/jquery-magnific-popup-min0aaf.js	(from https://wptf.themepul.co/rezilla/services/saas-development/)
